Program Time [s],data 0
745.193,1053
745.193,1497
745.271,1555
745.271,1557
745.271,1563
745.271,1591
745.271,1613
745.271,1641
745.271,1659
745.271,1659
745.271,1656
745.271,1657
745.338,1689
745.338,1715
745.338,1709
745.338,1702
745.338,1707
745.338,1751
745.338,1779
745.338,1776
745.338,1782
745.338,1772
745.338,1759
745.404,1759
745.404,1723
745.404,1672
745.404,1622
745.404,1612
745.404,1624
745.404,1627
745.404,1619
745.404,1596
745.404,1561
745.404,1541
745.471,1511
745.471,1501
745.471,1501
745.471,1515
745.471,1517
745.471,1515
745.471,1507
745.471,1497
745.471,1503
745.471,1513
745.537,1478
745.538,1503
745.538,1540
745.538,1556
745.538,1547
745.538,1549
745.538,1545
745.538,1541
745.538,1525
745.538,1517
745.538,1531
745.604,1545
745.604,1541
745.604,1525
745.604,1508
745.604,1501
745.604,1517
745.604,1517
745.604,1513
745.604,1515
745.604,1515
745.604,1511
745.668,1500
745.668,1500
745.668,1502
745.668,1519
745.668,1532
745.668,1531
745.668,1543
745.668,1543
745.668,1531
745.668,1670
745.746,1501
745.746,1507
745.746,1524
745.746,1523
745.746,1514
745.746,1501
745.746,1513
745.746,1525
745.746,1519
745.746,1509
745.812,1477
745.812,1429
745.812,1402
745.812,1405
745.812,1420
745.812,1445
745.812,1479
745.812,1561
745.812,1724
745.812,1947
745.812,2239
745.879,2551
745.879,2653
745.879,2525
745.879,2361
745.879,2109
745.879,1739
745.879,1381
745.879,1179
745.879,1063
745.879,1031
745.879,1095
745.946,1192
745.946,1255
745.946,1293
745.946,1294
745.946,1294
745.946,1318
745.946,1337
745.946,1405
745.946,1507
745.946,1574
746.012,1621
746.012,1619
746.012,1637
746.012,1660
746.012,1662
746.012,1645
746.012,1640
746.012,1643
746.012,1657
746.012,1659
746.012,1659
746.079,1673
746.079,1693
746.079,1716
746.079,1735
746.079,1743
746.079,1743
746.079,1753
746.079,1769
746.079,1797
746.079,1810
746.079,1818
746.137,1832
746.137,1854
746.137,1877
746.137,1875
746.137,1869
746.137,1877
746.137,1914
746.137,1928
746.137,1645
746.216,1657
746.216,1636
746.216,1639
746.216,1643
746.216,1655
746.216,1656
746.216,1646
746.216,1647
746.216,1653
746.216,1659
746.282,1657
746.282,1645
746.282,1635
746.282,1625
746.282,1627
746.282,1618
746.282,1605
746.282,1599
746.282,1604
746.282,1611
746.282,1641
746.349,1656
746.349,1638
746.349,1611
746.349,1593
746.349,1597
746.349,1607
746.349,1610
746.349,1613
746.349,1619
746.349,1618
746.349,1625
746.415,1627
746.415,1615
746.415,1615
746.416,1637
746.416,1635
746.416,1635
746.416,1631
746.416,1635
746.416,1651
746.416,1659
746.482,1646
746.482,1673
746.482,1706
746.482,1716
746.482,1723
746.482,1727
746.482,1705
746.482,1703
746.482,1727
746.482,1797
746.482,1864
746.549,1912
746.549,1945
746.549,1942
746.549,1891
746.549,1828
746.549,1779
746.549,1737
746.549,1705
746.549,1691
746.549,1655
746.549,1579
746.613,1529
746.613,1515
746.613,1516
746.613,1519
746.613,1511
746.613,1507
746.613,1502
746.613,1511
746.613,1531
746.613,1309
746.689,1590
746.689,1597
746.689,1612
746.689,1627
746.689,1619
746.689,1607
746.689,1619
746.689,1637
746.69,1645
746.69,1645
746.756,1644
746.756,1661
746.756,1677
746.756,1677
746.756,1673
746.756,1675
746.756,1689
746.756,1717
746.756,1734
746.756,1759
746.756,1786
746.823,1804
746.823,1816
746.823,1797
746.823,1755
746.823,1740
746.823,1767
746.823,1805
746.823,1817
746.823,1836
746.823,1865
746.823,1897
746.889,1917
746.889,1933
746.889,1932
746.889,1926
746.889,1919
746.889,1937
746.889,1944
746.889,1947
746.889,1943
746.889,1944
746.956,1804
746.956,1779
746.956,1771
746.956,1765
746.956,1751
746.956,1706
746.956,1673
746.956,1647
746.956,1636
746.956,1643
746.956,1644
747.023,1642
747.023,1640
747.023,1631
747.023,1613
747.023,1607
747.023,1638
747.023,1683
747.023,1685
747.023,1683
747.023,1673
