Program Time [s],data 0
1183.03,1812
1183.03,1813
1183.03,1813
1183.03,1824
1183.03,1869
1183.03,1940
1183.03,1976
1183.03,1931
1183.03,1839
1183.03,1765
1183.03,1764
1183.1,1820
1183.1,1863
1183.1,1877
1183.1,1867
1183.1,1839
1183.1,1815
1183.1,1817
1183.1,1864
1183.1,1929
1183.1,1840
1183.17,2788
1183.17,2621
1183.17,1853
1183.17,1109
1183.17,773
1183.17,731
1183.17,853
1183.17,1032
1183.17,1125
1183.17,1215
1183.17,1383
1183.24,1566
1183.24,1735
1183.24,1829
1183.24,1845
1183.24,1835
1183.24,1838
1183.24,1843
1183.24,1855
1183.24,1855
1183.24,1867
1183.31,1895
1183.31,1944
1183.31,1982
1183.31,2003
1183.31,1983
1183.31,1946
1183.31,1927
1183.31,1913
1183.31,1947
1183.31,1978
1183.31,1997
1183.37,1999
1183.37,1997
1183.37,1988
1183.37,1990
1183.37,1999
1183.37,2011
1183.37,2039
1183.37,2063
1183.37,2065
1183.37,2029
1183.37,2185
1183.44,2183
1183.44,2155
1183.44,2137
1183.44,2148
1183.44,2173
1183.44,2187
1183.44,2171
1183.44,2131
1183.44,2069
1183.44,2023
1183.51,2021
1183.51,2040
1183.51,2063
1183.51,2069
1183.51,2023
1183.51,1981
1183.51,1960
1183.51,1951
1183.51,1945
1183.51,1925
1183.51,1897
1183.57,1882
1183.57,1851
1183.57,1831
1183.57,1804
1183.57,1775
1183.57,1773
1183.57,1769
1183.57,1775
1183.57,1783
1183.57,1799
1183.57,1786
1183.65,1883
1183.65,1895
1183.65,1899
1183.65,1911
1183.65,1949
1183.65,1999
1183.65,2029
1183.65,2019
1183.65,1971
1183.65,1931
1183.72,1927
1183.72,1940
1183.72,1957
1183.72,1964
1183.72,1967
1183.72,1961
1183.72,1949
1183.72,1891
1183.72,1816
1183.72,1757
1183.72,1735
1183.79,1735
1183.79,1737
1183.79,1757
1183.79,1797
1183.79,1819
1183.79,1823
1183.79,1804
1183.79,1789
1183.79,1814
1183.79,1851
1183.79,1877
1183.85,1899
1183.85,1896
1183.85,1852
1183.85,1835
1183.85,1913
1183.85,2117
1183.85,2409
1183.85,2701
1183.85,2572
1183.85,1837
1183.92,1451
1183.92,1593
1183.92,1708
1183.92,1751
1183.92,1735
1183.92,1715
1183.92,1715
1183.92,1748
1183.92,1785
1183.92,1804
1183.92,1827
1183.99,1852
1183.99,1887
1183.99,1907
1183.99,1909
1183.99,1919
1183.99,1943
1183.99,1948
1183.99,1942
1183.99,1927
1183.99,1918
1183.99,1938
1184.05,1951
1184.05,1935
1184.05,1891
1184.05,1853
1184.05,1862
1184.05,1897
1184.05,1931
1184.05,1944
1184.05,1961
1184.05,1853
1184.13,1683
1184.13,1701
1184.13,1738
1184.13,1769
1184.13,1765
1184.13,1765
1184.13,1790
1184.13,1837
1184.13,1885
1184.13,1897
1184.19,1853
1184.19,1789
1184.19,1750
1184.19,1721
1184.19,1701
1184.19,1693
1184.19,1705
1184.19,1737
1184.19,1775
1184.19,1803
1184.19,1803
1184.26,1801
1184.26,1823
1184.26,1848
1184.26,1875
1184.26,1871
1184.26,1837
1184.26,1775
1184.26,1717
1184.26,1683
1184.26,1693
1184.26,1721
1184.33,1747
1184.33,1755
1184.33,1755
1184.33,1767
1184.33,1791
1184.33,1802
1184.33,1787
1184.33,1783
1184.33,1784
1184.33,1784
1184.39,1868
1184.39,1881
1184.39,1903
1184.39,1940
1184.39,1974
1184.39,1978
1184.39,1946
1184.39,1895
1184.39,1877
1184.39,1883
1184.39,1893
1184.46,1897
1184.46,1880
1184.46,1851
1184.46,1791
1184.46,1727
1184.46,1691
1184.46,1698
1184.46,1721
1184.46,1743
1184.46,1773
1184.46,1783
1184.52,1780
1184.52,1773
1184.52,1755
1184.52,1742
1184.52,1749
1184.52,1743
1184.52,1769
1184.52,1791
1184.52,1791
1184.52,2035
1184.6,2014
1184.6,2004
1184.6,2009
1184.6,2039
1184.6,2065
1184.6,2072
1184.6,2107
1184.6,2143
1184.6,2169
1184.6,2183
1184.67,2191
1184.67,2191
1184.67,2143
1184.67,2095
1184.67,2093
1184.67,2111
1184.67,2137
1184.67,2173
1184.67,2181
1184.67,2159
1184.67,2150
1184.74,2163
1184.74,2191
1184.74,2193
1184.74,2181
1184.74,2156
1184.74,2121
1184.74,2117
1184.74,2137
1184.74,2159
1184.74,2169
1184.74,2139
1184.8,2087
1184.8,2037
1184.8,1997
1184.8,1995
1184.8,2024
1184.8,2031
1184.8,2009
1184.8,2001
1184.8,1991
1184.8,1957
1184.87,1851
1184.87,1849
1184.87,1879
1184.87,1918
1184.87,1955
1184.87,1959
1184.87,1934
1184.87,1902
1184.87,1899
1184.87,1914
1184.87,1943
1184.94,1962
1184.94,1964
1184.94,1967
1184.94,1957
1184.94,1933
1184.94,1893
1184.94,1875
1184.94,1885
1184.94,1919
1184.94,1929
1184.94,1907
1185,1875
1185,1864
1185,1869
1185,1885
1185,1884
1185,1875
1185,1873
1185,1887
1185,1904
1185,1961
1185.08,1833
1185.08,1833
1185.08,1843
1185.08,1835
1185.08,1829
1185.08,1835
1185.08,1843
1185.08,1835
1185.08,1829
1185.08,1820
1185.14,1827
1185.14,1839
1185.14,1865
1185.14,1883
1185.14,1895
1185.14,1927
1185.14,2027
1185.14,2200
1185.14,2447
1185.14,2747
1185.14,2828
1185.21,2249
1185.21,1417
1185.21,901
1185.21,746
1185.21,810
1185.21,926
1185.21,1001
1185.21,1063
1185.21,1177
1185.21,1356
1185.21,1591
1185.28,1781
1185.28,1903
1185.28,1940
1185.28,1929
1185.28,1902
1185.28,1880
1185.28,1876
1185.28,1877
1185.28,1891
1185.28,1900
1185.28,2040
1185.34,2003
1185.34,1951
1185.34,1911
1185.34,1917
1185.34,1934
1185.34,1959
1185.34,1971
1185.34,1996
1185.34,2029
1185.34,2055
1185.34,2039
1185.41,2003
1185.41,1979
1185.41,1999
1185.41,2031
1185.41,2065
1185.41,2083
1185.41,2077
1185.41,2071
1185.41,2073
1185.41,2089
1185.48,2103
1185.48,2105
1185.48,2107
1185.48,2104
1185.48,2120
1185.48,2136
1185.48,2135
1185.48,2155
1185.48,2169
1185.48,2152
1185.48,1771
1185.56,1839
1185.56,1853
1185.56,1863
1185.56,1877
1185.56,1879
1185.56,1879
1185.56,1878
1185.56,1861
1185.56,1823
1185.56,1811
1185.62,1820
1185.62,1811
1185.62,1779
1185.62,1756
1185.62,1746
1185.62,1757
1185.62,1764
1185.62,1763
1185.62,1763
1185.62,1773
1185.62,1789
1185.69,1805
1185.69,1813
1185.69,1810
1185.69,1815
1185.69,1831
1185.69,1847
1185.69,1847
1185.69,1844
1185.69,1844
1185.69,1847
1185.69,1847
1185.76,1832
1185.76,1829
1185.76,1815
1185.76,1783
1185.76,1769
1185.76,1763
1185.76,1755
1185.76,1781
1185.76,1819
1185.76,1847
1185.82,2071
1185.82,2036
1185.82,1974
1185.82,1928
1185.82,1912
1185.82,1903
1185.82,1875
1185.82,1844
1185.82,1823
1185.82,1783
1185.82,1755
1185.89,1747
1185.89,1754
1185.89,1756
1185.89,1757
1185.89,1756
1185.89,1767
1185.89,1785
1185.89,1815
1185.89,1829
1185.89,1813
1185.89,1785
1185.95,1799
1185.95,1823
1185.95,1847
1185.95,1878
1185.95,1957
1185.95,2141
1185.95,2414
1185.95,2695
1185.95,2631
1185.95,1948
1186.03,2019
1186.03,2014
1186.03,2024
1186.03,2041
1186.03,2043
1186.03,2030
1186.03,2009
1186.03,1997
1186.03,2007
1186.03,2039
1186.1,2067
1186.1,2077
1186.1,2079
1186.1,2075
1186.1,2059
1186.1,2057
1186.1,2071
1186.1,2089
1186.1,2106
1186.1,2106
1186.1,2105
1186.16,2090
1186.16,2083
1186.16,2095
1186.16,2095
1186.16,2059
1186.16,1993
1186.16,1927
1186.16,1887
1186.16,1863
1186.16,1832
1186.16,1817
1186.23,1816
1186.23,1812
1186.23,1807
1186.23,1807
1186.23,1811
1186.23,1827
1186.23,1835
1186.23,1833
1186.23,1821
1186.23,1821
1186.3,1787
1186.3,1807
1186.3,1815
1186.3,1817
1186.3,1819
1186.3,1816
1186.3,1814
1186.3,1819
1186.3,1830
1186.3,1835
1186.3,1847
1186.36,1864
1186.36,1850
1186.36,1834
1186.36,1827
1186.36,1805
1186.36,1770
1186.36,1743
1186.36,1747
1186.36,1764
1186.36,1780
1186.36,1784
1186.43,1797
1186.43,1816
1186.43,1831
1186.43,1835
1186.43,1843
1186.43,1861
1186.43,1877
1186.43,1884
1186.43,1877
1186.43,1811
1186.5,1765
1186.5,1785
1186.5,1801
1186.5,1813
1186.5,1816
1186.5,1820
1186.5,1844
1186.5,1855
1186.5,1868
1186.5,1929
1186.57,2090
1186.57,2335
1186.57,2605
1186.57,2649
1186.57,2087
1186.57,1343
1186.57,932
1186.57,841
1186.57,924
1186.57,1065
1186.57,1139
1186.64,1127
1186.64,1161
1186.64,1291
1186.64,1493
1186.64,1703
1186.64,1818
1186.64,1848
1186.64,1855
1186.64,1883
1186.64,1913
1186.64,1931
1186.7,1913
1186.7,1895
1186.7,1885
1186.7,1900
1186.7,1928
1186.7,1947
1186.7,1948
1186.7,1945
1186.7,1958
1186.7,1989
1186.7,2007
1186.77,2019
1186.77,2041
1186.77,2063
1186.77,2063
1186.77,2072
1186.77,2074
1186.77,2091
1186.77,2103
1186.77,2108
1186.77,2111
1186.84,2119
1186.84,2107
1186.84,2095
1186.84,2095
1186.84,2134
1186.84,2171
1186.84,2198
1186.84,2233
1186.84,2229
1186.84,2191
1186.84,2143
1186.9,2107
1186.9,2085
1186.9,2071
1186.9,2053
1186.9,2029
1186.9,1999
1186.9,1976
1186.9,1989
1186.9,2021
1186.9,2031
1186.9,1867
1186.98,1959
1186.98,1999
1186.98,2002
1186.98,1949
1186.98,1883
1186.98,1835
1186.98,1836
1186.98,1833
1186.98,1803
1186.98,1781
1187.05,1775
1187.05,1789
1187.05,1823
1187.05,1893
1187.05,1963
1187.05,1979
1187.05,1951
1187.05,1925
1187.05,1913
1187.05,1915
1187.05,1901
1187.11,1869
1187.11,1848
1187.11,1837
1187.11,1843
1187.11,1851
1187.11,1863
1187.11,1864
1187.11,1887
1187.11,1895
1187.11,1871
1187.11,1842
1187.18,1815
1187.18,1816
1187.18,1851
1187.18,1893
1187.18,1913
1187.18,1909
1187.18,1932
1187.18,1971
1187.18,1961
1187.18,1941
1187.25,2008
1187.25,2013
1187.25,2055
1187.25,2089
1187.25,2080
1187.25,2043
1187.25,1973
1187.25,1881
1187.25,1781
1187.25,1711
1187.25,1707
1187.31,1763
1187.31,1791
1187.31,1821
1187.31,1851
1187.32,1843
1187.32,1831
1187.32,1821
1187.32,1851
1187.32,1925
1187.32,1963
1187.32,1955
1187.38,1893
1187.38,1849
1187.38,1951
1187.38,2138
1187.38,2421
1187.38,2740
1187.38,2963
1187.38,2537
1187.38,1709
1187.38,1848
1187.46,1951
1187.46,1990
1187.46,1972
1187.46,1980
1187.46,1991
1187.46,2007
1187.46,2058
1187.46,2057
1187.46,2004
1187.46,1948
1187.52,1910
1187.52,1897
1187.52,1900
1187.52,1912
1187.52,1930
1187.52,1950
1187.52,1976
1187.52,1995
1187.52,1991
1187.52,1981
1187.52,1975
1187.59,1960
1187.59,1963
1187.59,1965
1187.59,1945
1187.59,1912
1187.59,1885
1187.59,1876
1187.59,1867
1187.59,1849
1187.59,1830
1187.59,1828
1187.66,1854
1187.66,1881
1187.66,1881
1187.66,1821
1187.66,1742
1187.66,1675
1187.66,1640
1187.66,1645
1187.66,1657
1187.66,1691
1187.72,1676
1187.72,1703
1187.72,1716
1187.72,1740
1187.72,1750
1187.72,1737
1187.72,1741
1187.72,1747
1187.72,1752
1187.72,1765
1187.72,1789
1187.79,1821
1187.79,1814
1187.79,1751
1187.79,1693
1187.79,1671
1187.79,1677
1187.79,1693
1187.79,1695
1187.79,1709
1187.79,1755
1187.79,1785
1187.85,1810
1187.85,1805
1187.85,1755
1187.85,1717
1187.85,1754
1187.85,1819
1187.85,1853
1187.85,1869
1187.85,1843
1187.85,1918
1187.93,1748
1187.93,1895
1187.93,2015
1187.93,2215
1187.93,2527
1187.93,2713
1187.93,2615
1187.93,2467
1187.93,2555
1187.93,2919
1188,3391
1188,3320
1188,2396
1188,1477
1188,1042
1188,1014
1188,1229
1188,1553
1188,1851
1188,2085
1188,2295
1188.06,2533
1188.06,2845
1188.06,3103
1188.06,3261
1188.06,3360
1188.06,3400
1188.06,3454
1188.06,3527
1188.06,3557
1188.06,3561
1188.06,3507
1188.13,3452
1188.13,3387
1188.13,3333
1188.13,3292
1188.13,3240
1188.13,3181
1188.13,3128
1188.13,3139
1188.13,3241
1188.13,3355
1188.2,2797
1188.2,2807
1188.2,2811
1188.2,2792
1188.2,2763
1188.2,2719
1188.2,2699
1188.2,2715
1188.2,2731
1188.2,2749
1188.2,2760
1188.26,2789
1188.26,2789
1188.26,2799
1188.26,2792
1188.26,2776
1188.26,2744
1188.26,2759
1188.26,2821
1188.26,2845
1188.26,2767
1188.26,2629
1188.33,2484
1188.33,2398
1188.33,2403
1188.33,2363
1188.33,2239
1188.33,2147
1188.33,2085
1188.33,2100
1188.33,2087
1188.33,1575
1188.4,1596
1188.4,1651
1188.4,1658
1188.4,1599
1188.4,1497
1188.4,1399
1188.4,1401
1188.4,1451
1188.4,1551
1188.4,1605
1188.47,1592
1188.47,1577
1188.47,1542
1188.47,1513
1188.47,1571
1188.47,1677
1188.47,1779
1188.47,1861
1188.47,1917
1188.47,1931
1188.47,1853
1188.54,1739
1188.54,1655
1188.54,1621
1188.54,1605
1188.54,1623
1188.54,1643
1188.54,1654
1188.54,1627
1188.54,1592
1188.54,1583
1188.54,1604
1188.6,1605
1188.6,1608
1188.6,1636
1188.6,1676
1188.6,1705
1188.6,1704
1188.6,1675
1188.6,1622
1188.6,1572
1188.6,1579
1188.67,2815
1188.67,2105
1188.67,1143
1188.67,584
1188.67,413
1188.67,541
1188.67,739
1188.67,872
1188.67,959
1188.67,1147
1188.67,1363
1188.67,1560
1188.74,1699
1188.74,1740
1188.74,1707
1188.74,1647
1188.74,1625
1188.74,1673
1188.74,1717
1188.74,1748
1188.74,1766
1188.74,1810
1188.74,1797
1188.8,1782
1188.8,1827
1188.8,1881
1188.8,1898
1188.8,1881
1188.8,1799
1188.8,1723
1188.8,1741
1188.8,1813
1188.8,1851
1188.81,1960
1188.89,1556
1188.89,1583
1188.89,1607
1188.89,1598
1188.89,1599
1188.89,1617
1188.89,1627
1188.89,1629
1188.89,1657
1188.89,1719
1188.95,1785
1188.95,1814
1188.95,1763
1188.95,1675
1188.95,1598
1188.95,1563
1188.95,1553
1188.95,1559
1188.95,1575
1188.95,1609
1188.95,1643
1189.02,1657
1189.02,1654
1189.02,1655
1189.02,1684
1189.02,1704
1189.02,1707
1189.02,1707
1189.02,1711
1189.02,1709
1189.02,1723
1189.02,1715
1189.09,1695
1189.09,1685
1189.09,1675
1189.09,1663
1189.09,1675
1189.09,1691
1189.09,1691
1189.09,1684
1189.09,1673
1189.09,1685
1189.15,1840
1189.15,1871
1189.15,1861
1189.15,1811
1189.15,1767
1189.15,1753
1189.15,1751
1189.15,1727
1189.15,1685
1189.15,1658
1189.15,1647
1189.22,1640
1189.22,1627
1189.22,1615
1189.22,1618
1189.22,1625
1189.22,1629
1189.22,1627
1189.22,1621
1189.22,1623
1189.22,1623
1189.22,1627
1189.28,1639
1189.28,1647
1189.28,1669
1189.28,1693
1189.28,1687
1189.28,1657
1189.28,1694
1189.28,1889
1189.28,1917
1189.36,1951
1189.36,1935
1189.36,1902
1189.36,1881
1189.36,1877
1189.36,1879
1189.36,1885
1189.36,1903
1189.36,1919
1189.36,1929
1189.42,1931
1189.42,1941
1189.42,1959
1189.42,1976
1189.42,1993
1189.42,1996
1189.42,1997
1189.42,1997
1189.42,2005
1189.42,2003
1189.42,1996
1189.49,2007
1189.49,2027
1189.49,2039
1189.49,2036
1189.49,2015
1189.49,1989
1189.49,1965
1189.49,1955
1189.49,1940
1189.49,1914
1189.49,1898
1189.56,1875
1189.56,1849
1189.56,1823
1189.56,1787
1189.56,1779
1189.56,1779
1189.56,1771
1189.56,1750
1189.56,1740
1189.56,1748
1189.62,1741
1189.62,1742
1189.62,1757
1189.62,1775
1189.62,1775
1189.62,1764
1189.62,1757
1189.62,1769
1189.62,1784
1189.62,1775
1189.62,1765
1189.69,1753
1189.69,1751
1189.69,1756
1189.69,1755
1189.69,1759
1189.69,1767
1189.69,1789
1189.69,1823
1189.69,1843
1189.69,1839
1189.69,1819
1189.75,1823
1189.75,1879
1189.75,1959
1189.75,2003
1189.75,1995
1189.75,1983
1189.75,1993
1189.75,1989
1189.75,1958
1189.75,1562
1189.83,1319
1189.83,1471
1189.83,1673
1189.83,1829
1189.83,1895
1189.83,1907
1189.83,1897
1189.83,1892
1189.83,1896
1189.83,1917
1189.9,1938
1189.9,1944
1189.9,1945
1189.9,1949
1189.9,1965
1189.9,1980
1189.9,1979
1189.9,1975
1189.9,1989
1189.9,2009
1189.9,2021
1189.96,2019
1189.96,2013
1189.96,2019
1189.96,2025
1189.96,2040
1189.96,2041
1189.96,2029
1189.96,2037
1189.96,2063
1189.96,2078
1189.96,2077
1190.03,2075
